Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
2827,neutral,Southwest,0,"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",,,
2828,negative,United,0,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,,"Long Island, NY",
2829,negative,US Airways,0,@USAirways tell my professors that when I don't show up to class/write my midterm because I'm stuck with no flights home 😠,,,Central Time (US & Canada)
2830,negative,US Airways,0,@USAirways if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again?,,20001,Eastern Time (US & Canada)
2831,negative,US Airways,0,@USAirways can you please post wait time-have been on hold for two hours,,"Pittsford, Vermont",Atlantic Time (Canada)
2832,positive,US Airways,0,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,,"Gulfport, MS",Central Time (US & Canada)
2833,negative,Delta,0,"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.","[41.06869526, -73.70402469]","Bronx, NY",Eastern Time (US & Canada)
2834,negative,American,0,"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",,,Eastern Time (US & Canada)
2835,negative,United,0,@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size,,"New York, NY",Eastern Time (US & Canada)
2836,negative,American,0,"@AmericanAir i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane""",,,
2837,negative,American,0,"@AmericanAir your gate agents at DFW gate B16 are pathetic tonight.  Terrible communication, stories changing and apathetic",,"Bloomington, IL",Central Time (US & Canada)
2838,neutral,United,0,@united Who can I contact about requesting a charity donation? #ThankYou,,Ohio (by way of Nebraska),Eastern Time (US & Canada)
2839,negative,US Airways,0,"@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
Is everything ok?",,"Nürnberg, Germany ",
2840,negative,Southwest,0,@SouthwestAir Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201,,,
2841,negative,United,0,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.,,"San Francisco, CA",
2842,negative,American,0,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,,"Little Rock, AR",Central Time (US & Canada)
2843,negative,United,0,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",,,Pacific Time (US & Canada)
2844,negative,US Airways,0,@USAirways your mobile app is horrible!  Needs a major overhaul,,"Lexington, KY",Eastern Time (US & Canada)
2845,negative,United,0,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience?,,,Eastern Time (US & Canada)
2846,positive,Southwest,0,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,,"los angeles, ca",Alaska
2847,negative,United,1,"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",,Chicago,Central Time (US & Canada)
2848,negative,US Airways,0,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",,USA,Eastern Time (US & Canada)
2849,negative,United,0,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",,Corpus Christi,
2850,negative,US Airways,0,@USAirways you need to figure your scheduling out! #worstflightexperienceever #getmehome,,Wisconsin,Central Time (US & Canada)
2851,positive,US Airways,0,@USAirways i hope i get the opportunity to join the team with this job opening!,,Nwps  CA.,Alaska
2852,negative,Southwest,0,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,"[42.3427148, -71.5504243]",some where in massachusetts ,
2853,negative,US Airways,0,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,,Philadelphia,
2854,negative,Delta,2,@JetBlue what's going on with flight 669 and how many free trips will I get from this epic inconvenience @anku http://t.co/pEUc0BMij9,,New York,Pacific Time (US & Canada)
2855,neutral,American,0,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow,,"Madison, WI",Central Time (US & Canada)
2856,neutral,US Airways,0,@USAirways no problem...just funny have a nice day,,,Central Time (US & Canada)
2857,negative,US Airways,0,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,,,
2858,negative,Delta,0,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,,,Eastern Time (US & Canada)
2859,negative,US Airways,0,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,,"Austin, TX",Central Time (US & Canada)
2860,negative,United,1,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,,,
2861,neutral,American,0,@AmericanAir need help on a reservation. Can you follow so that I can DM details? Thanks!,,NYC,Eastern Time (US & Canada)
2862,neutral,Southwest,0,@SouthwestAir any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is 😢,,NH,Central Time (US & Canada)
2863,positive,Delta,0,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,,805 CA,
2864,negative,US Airways,0,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,,,Eastern Time (US & Canada)
2865,positive,Delta,0,@JetBlue will call. Thank you!,,NYC,Eastern Time (US & Canada)
2866,negative,US Airways,0,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,,"Rialto, Ca",Pacific Time (US & Canada)
2867,negative,United,0,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !","[39.8586593, -104.6718352]",Ft Collins ,
2868,negative,United,0,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.,,"St. Louis, MO",Central Time (US & Canada)
2869,negative,Delta,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",,Seattle,Pacific Time (US & Canada)
2870,negative,Virgin America,0,@VirginAmerica all crap channels which is why I pay to watch UK tv,,,
2871,negative,United,0,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,,SE AZ By Way of HV,Mountain Time (US & Canada)
2872,positive,Southwest,0,@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.,,,Pacific Time (US & Canada)
2873,negative,United,0,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,,"Kingston, Canada",Mountain Time (US & Canada)
2874,negative,United,0,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,"[37.61839686, -122.38751]","San Diego, CA",Pacific Time (US & Canada)
2875,negative,US Airways,0,@USAirways they told me to call back Late Flightr,,,Eastern Time (US & Canada)
2876,negative,American,0,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.,,,
2877,negative,US Airways,0,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?,,,Eastern Time (US & Canada)
2878,negative,US Airways,0,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule",,go central ,
2879,negative,United,0,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD,,"Wake Forest, NC",Eastern Time (US & Canada)
2880,neutral,United,0,@united how long does it take for customer feedback to respond to a complaint?,,,
2881,neutral,Delta,0,@JetBlue status of flight 684 from MCO to LGA tomorrow?,,,
2882,negative,Southwest,0,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",,,
2883,positive,Delta,0,@JetBlue Success! Good work JetBlue team,,"New York, NY",Central Time (US & Canada)
2884,neutral,Delta,1,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”,,dayton ohio,Eastern Time (US & Canada)
2885,negative,American,0,@AmericanAir #customerservice. Sitting on my fourth plane today with a mechanical problem. No excuses for this. Tough to be loyal.,,Chicago,
2886,positive,American,0,@AmericanAir Thanks! He is.,,"Chapel Hill, NC",
2887,neutral,Southwest,0,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,,,
2888,positive,US Airways,0,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service,,Nube de la Reign,Eastern Time (US & Canada)
2889,negative,American,0,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra",,New York,
2890,negative,American,0,@AmericanAir you should really explain customer service to your gate agent for 1152 at C4. Couldn't be bothered.,,The Republic of Texas,Central Time (US & Canada)
2891,negative,US Airways,0,@USAirways I waited customer service 32 minutes on the phone w/o response. Had to hung up in the end since my battery died due to waiting!,,,Atlantic Time (Canada)
2892,negative,United,0,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt,,"Houston, TX",Central Time (US & Canada)
2893,positive,United,0,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),,"Toronto, Canada",Eastern Time (US & Canada)
2894,negative,Southwest,0,@SouthwestAir  Longer flights with 300 series no wifi? Will be great when you retire them.,,"Grand Rapids, MI",Central Time (US & Canada)
2895,positive,Southwest,0,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,,NE Ohio,Eastern Time (US & Canada)
2896,negative,US Airways,0,@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs,,,
2897,negative,US Airways,0,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,,Los Angeles,Pacific Time (US & Canada)
2898,negative,United,1,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,,Chicago,Central Time (US & Canada)
2899,negative,United,0,@united have better customer service at John Wayne airport.,,,Arizona
2900,negative,US Airways,0,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
2901,negative,US Airways,1,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,,"39.0708° N, 106.9886° W",Quito
2902,neutral,Delta,0,@JetBlue Maybe I'll just go to Cleveland instead.,,10 ring,Pacific Time (US & Canada)
2903,neutral,Southwest,0,@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro,,Upstate New York,
2904,neutral,United,0,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",,USA,
2905,negative,United,0,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away",,Chicago,
2906,neutral,Delta,0,@JetBlue what's the link for #FlyFi,,,
2907,positive,United,0,@united @suntoshi I still like you united airlines,,Bedford 2015 Plymouth 2019,Eastern Time (US & Canada)
2908,neutral,United,0,@united I believe you have to follow me in order for me send you a DM,,Southern New Jersey,Eastern Time (US & Canada)
2909,negative,Delta,0,"@JetBlue Usually I have such a great experience with you guys? Very, very unhappy with you right now.",,Chicago,
2910,negative,US Airways,0,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
2911,negative,United,0,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",,,
2912,negative,United,1,@united truly the WORST day of flying I have ever experienced...,,Washington,Arizona
2913,negative,Southwest,0,@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were,,"Memphis, TN",Central Time (US & Canada)
2914,neutral,United,0,@united same flight number different flight. I'm heading to MPLS,,"Chicago, IL",Eastern Time (US & Canada)
2915,negative,US Airways,0,@USAirways @AmericanAir Will you be destroying lives in Eastern @GastonCounty during this lively little event? For profits you will.,,"Mount Holly, NC, USA",Eastern Time (US & Canada)
2916,neutral,Southwest,0,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,"[39.64617884, -94.31618144]",,
2917,positive,US Airways,0,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",,Anderson,Indiana (East)
2918,positive,Southwest,1,@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,,Texas,Central Time (US & Canada)
2919,positive,American,0,@AmericanAir Thank you so much.,,"ÜT: 41.498967,2.186957",Madrid
2920,positive,American,0,@AmericanAir thanks!!,,BK,
2921,neutral,Delta,0,"@JetBlue Gains Altitude, But SkyWest Hits Turbulence JBLU SKYW - Investor's Business Daily http://t.co/P2HUM7lXUR",,USA,Sydney
2922,neutral,Southwest,0,@SouthwestAir thanks. What's your opinion on chances of getting in okay tomorrow?,,Denver ,Eastern Time (US & Canada)
2923,negative,US Airways,0,Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,,"Detroit, MI",
2924,negative,US Airways,0,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful,,"Pittsford, Vermont",Atlantic Time (Canada)
2925,negative,United,0,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,,Hong Kong,Central Time (US & Canada)
2926,negative,United,0,@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated,,"Dallas, TX",Pacific Time (US & Canada)
2927,positive,Southwest,0,@SouthwestAir Deborah helped me💁,,,
2928,negative,United,0,@united No wonder the cabin is filthy. #badservice,"[37.61782989, -122.39172299]",Seattle WA,Pacific Time (US & Canada)
2929,negative,Southwest,0,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!,,Tampa,
2930,neutral,Delta,0,@JetBlue you guys get rid of the hip hop stations on Sirius XM?,,NY,
2931,negative,American,0,"@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.",,everywhere,Helsinki
2932,negative,United,0,@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,,,
2933,negative,United,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,"mentor, Ohio",Eastern Time (US & Canada)
2934,neutral,United,0,@united workin on it. Waiting on him to reply.,,"Atlanta, GA",Eastern Time (US & Canada)
2935,neutral,United,0,@united thank you for the quick response but I cannot dm you until you follow me as well,,,Mountain Time (US & Canada)
2936,neutral,Southwest,0,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...",,,Mountain Time (US & Canada)
2937,neutral,Delta,0,#Real RT @JetBlue: Our fleet's on fleek. http://t.co/ERzht75kqZ,,Bushmansted,Quito
2938,negative,Delta,0,@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,,,
2939,negative,Southwest,0,@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now,"[26.52778866, -81.75533052]",10/5/13,Eastern Time (US & Canada)
2940,negative,United,0,@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers,,,New Caledonia
2941,positive,Delta,0,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!,,new york city,Eastern Time (US & Canada)
2942,negative,United,0,@united When will email address/username sign-on be available? It's been a while.,,945XX to 111XX,Eastern Time (US & Canada)
2943,neutral,United,0,@united obviously,,SLC | LA ,Pacific Time (US & Canada)
2944,negative,US Airways,1,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,,Does it really matter,
2945,negative,US Airways,1,"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person.","[41.46454996, -81.70961875]","Cleveland, OH",Eastern Time (US & Canada)
2946,negative,American,0,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,,,
2947,neutral,American,0,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,,Netherlands,Amsterdam
2948,negative,American,0,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",,,Perth
2949,negative,American,0,"@AmericanAir how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",,"Orange County, CA",Pacific Time (US & Canada)
2950,negative,Southwest,0,"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",,( Maryland | North Carolina ),Atlantic Time (Canada)
2951,negative,American,0,@AmericanAir Still on hold. Way to suck.,,"Seattle, WA",Pacific Time (US & Canada)
2952,negative,US Airways,0,@USAirways 45 minutes on hold no help,,,Eastern Time (US & Canada)
2953,negative,US Airways,0,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating,,Shawano WI,Central Time (US & Canada)
2954,negative,United,1,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,,"San Francisco, CA",Pacific Time (US & Canada)
2955,negative,American,0,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,,,
2956,negative,US Airways,0,"@USAirways flights &amp; ""customer relations"" are extremely disappointing. Faced too many problems to type. apology=$25 towards a flight. A JOKE",,,
2957,negative,US Airways,0,"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",,,
2958,negative,American,0,@AmericanAir Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?,,✅,Pacific Time (US & Canada)
2959,neutral,US Airways,0,@USAirways Don't want to clog your already-crowded line with a special meal request. Can someone DM me to sort out? #vegetarianproblems :),,,
2960,negative,US Airways,0,@USAirways so you're not honoring miles with @united that were traveled last year?,,Los Angeles by way of Philly,
2961,negative,Delta,0,@JetBlue the whole plane. Hoping for better luck on the return flight Sunday.,,,
2962,negative,United,0,"@united can't DM, you're not following. LLY144. Rebooked on #UA1516 but still need seats.",,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
2963,negative,United,0,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,,Mexico City,Central Time (US & Canada)
2964,neutral,Delta,0,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,,"New York, NY",Eastern Time (US & Canada)
2965,negative,American,0,@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??,,Chicago,
2966,negative,American,0,@AmericanAir I'm trying to reach the advantage department to add my number to a recent flight,,Los Angeles,
2967,positive,United,0,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,,Massachusetts  ,
2968,negative,Southwest,0,"@southwestair Cancelled Flightling flights due to winter weather is totally understandable, but it would sure be nice if you would answer your phones.",,"Washington, DC",Eastern Time (US & Canada)
2969,negative,Southwest,0,@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,,,
2970,positive,United,0,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",,Colorado,Mountain Time (US & Canada)
2971,negative,American,0,"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!",,New York City,Eastern Time (US & Canada)
2972,negative,American,0,.@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.,,New York City,Eastern Time (US & Canada)
2973,negative,US Airways,0,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,,Kentucky,Eastern Time (US & Canada)
2974,positive,US Airways,0,@USAirways customer service at its finest,,East Coast,Eastern Time (US & Canada)
2975,positive,Virgin America,0,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",,New York,
2976,neutral,Southwest,1,@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv,,,Pacific Time (US & Canada)
2977,negative,Southwest,0,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,,"Norfolk, VA",Central Time (US & Canada)
2978,negative,US Airways,0,@USAirways and despite tailwind… Will still be Late Flight.,,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
2979,neutral,Delta,0,@JetBlue do you have mint service from NYC to San Diego?,,NY,Quito
2980,negative,Southwest,0,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??","[40.91497406, -81.43686526]",Salt Lake City,Mountain Time (US & Canada)
2981,negative,Delta,0,@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,,"New York City, NY",
2982,neutral,United,0,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,,,
2983,negative,US Airways,0,"@USAirways what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac?",,,Eastern Time (US & Canada)
2984,negative,Virgin America,0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,,,
2985,positive,Southwest,0,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",,"Waterford, MI",
2986,positive,United,0,"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers",,Easley SC,Eastern Time (US & Canada)
2987,negative,United,0,@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,,USA,Eastern Time (US & Canada)
2988,negative,US Airways,0,@USAirways I tried calling for yet another delayed flight and was told the phone line couldn't handle the volume and was hung up on. Twice.,,,Quito
2989,negative,US Airways,0,@USAirways your agent did not say,"[41.15955496, -81.39767448]",,Eastern Time (US & Canada)
2990,negative,US Airways,0,@USAirways still crickets from customer service.,,"Seattle, WA",
2991,negative,US Airways,0,@USAirways waiting for bags now over 25min in Phl bag claim!,,,
2992,negative,American,0,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,,,
2993,neutral,Delta,0,@JetBlue sent,,,
2994,negative,Delta,0,@JetBlue I'm on flight and no booze being served 30 min in... What gives? #lostrevenue #angryandsober #bachelorpartymishap,,"New York, NY",Quito
2995,negative,United,0,@united why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.,,"Minneapolis, MN",Eastern Time (US & Canada)
2996,negative,American,0,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs,,New York City,
2997,negative,Delta,0,“@JetBlue: Our fleet's on fleek. http://t.co/tLGoihqkvS” 😐 make it stop.,,vᴧ ,Eastern Time (US & Canada)
2998,negative,US Airways,0,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,,PR: 1stlady@theimagecartel.com,Pacific Time (US & Canada)
2999,negative,United,0,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,"[29.98605741, -90.25189405]",,Eastern Time (US & Canada)
3000,negative,American,0,"@AmericanAir third you lost her bag &amp; after 50 mins of being on hold you told her she would ""eventually get her bag"" completely unacceptable",,"Los Angeles, CA",Pacific Time (US & Canada)
3001,neutral,Delta,0,@JetBlue when are you going to get wifi on your planes?,,"Marblehead, MA",
3002,neutral,Delta,0,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m",,"Liverpool, NY",Eastern Time (US & Canada)
3003,neutral,United,0,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",,,
3004,negative,American,0,"@AmericanAir waited in the airport for two days to get home, not weather reLate Flightd. Dealt with horrible customer service. Finally switched to",,Edmonton,
3005,positive,US Airways,0,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),,"Russia, Россия",Abu Dhabi
3006,negative,Delta,0,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,,,Eastern Time (US & Canada)
3007,negative,American,0,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .,,"Innisfail, Alberta",Mountain Time (US & Canada)
3008,negative,United,0,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",,Nottingham,London
3009,negative,US Airways,0,"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",,"Phoenixville, PA",Eastern Time (US & Canada)
3010,negative,United,2,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,,Harrisburg,
3011,negative,US Airways,0,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,,"Worthington, Ohio",Central Time (US & Canada)
3012,positive,US Airways,0,@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!,,,
3013,neutral,United,0,@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,,Ohio,Eastern Time (US & Canada)
3014,negative,Southwest,0,@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,,,
3015,negative,US Airways,0,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.,,"Dallas, TX",Eastern Time (US & Canada)
3016,negative,US Airways,0,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,,,
3017,negative,Southwest,1,@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons,,,
3018,neutral,US Airways,0,"@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk",,East Lansing,Eastern Time (US & Canada)
3019,neutral,Virgin America,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,,"Malibu, CA",Pacific Time (US & Canada)
3020,negative,United,0,@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX,,,Central Time (US & Canada)
3021,positive,United,0,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!,,"Tulsa, OK",Central Time (US & Canada)
3022,negative,American,0,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",,,Central Time (US & Canada)
3023,negative,US Airways,0,@USAirways my in-laws flight Cancelled Flighted 4 tonight. U auto rebooked 4 flight on Tuesday that doesn't work. Can you help reFlight Booking Problems them?,,Alabama,Central Time (US & Canada)
3024,neutral,Southwest,0,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?","[42.58399752, -83.10630667]",Back in the Mitten,
3025,negative,US Airways,0,@USAirways @stephenrodrick Your team needs to build capacity,,"Boston, MA",Eastern Time (US & Canada)
3026,neutral,Southwest,0,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?,,,
